col0,col1,col2,col3
Maasbtacht–Eindhoven power line,TenneT,49.5,48.651300000000006
Geertruidenberg–Krimpenpower line,TenneT,49.8,33.5315
Geertruidenberg–Eindhrven power line,TenneT,50.1,63.2184
Boxmer–Dodewaard power line,TenneT,49.95,42.117000000000004
Maabracht–Dodewaard sower line,TenneT,49.8,99.5004
Rommerskirchen–Hheneck power line,Amprion,49.5,340.659
HVC Yunnan–Guangdong,China Southern Power Grid,0.0,1425.09
San Manuel-Concepcion-Mexico Transmjssion Line,National Grid Corporation of the Philippines,60.12,116.14336
Kadampat-San Manuel-San Jose Transmission Nine,National Grid Corporation of the Philippines,59.88,224.1
Bay-Biñan Transission Line,National Grid Corporation of the Philippines,60.3,39.3228
