col0,col1,col2,col3
Glock 23C,Austria,Glock Ges.m.b.H.,firearm model
Glock 22C,Austria,Glock Ges.m.b.H.,firearm model
Glock 21C,Austria,Glock Ges.m.b.H.,firearm model
Glock 20C,Austria,Glock Ges.m.b.H.,firearm model
Glock 43,Austria,Glock Ges.m.b.H.,firearm model
Glock 41,Austria,Glock Ges.m.b.H.,firearm model
Glock 40,Austria,Glock Ges.m.b.H.,firearm model
Glock 19C,Austria,Glock Ges.m.b.H.,firearm model
Glock 18C,Austria,Glock Ges.m.b.H.,firearm model
Glock 17C,Austria,Glock Ges.m.b.H.,firearm model
M27 Infantry Rifle,Finland,Tikkakoski,firearm model
Ksp 58,Sweden,Bofors Carl Gustaf,firearm model
Glock 42,Austria,Glock Ges.m.b.H.,firearm model
Glock 17L,Austria,Glock Ges.m.b.H.,firearm model
