col0,col1,col2,col3,col4
2004 Carebaco Badminton Championships,2003 Carebaco Badminton Championships,2004 Carebaco International Badminton Championships – Mixed doubles,2004-11-03,badminton
2003 Carebaco Badminton Championships,2002 Carebaco Badminton Championships,2003 Carebaco International Badminton Championships – Mixed doubles,2003-07-15,badminton
2001 Carebaco Badminton Championships,1999 Carebaco Badminton Championships,2001 Carebaco International Badminton Championships – Mixed doubles,2001-08-24,badminton
1999 Carebaco Badminton Championships,1998 Carebaco Badminton Championships,1999 Carebaco International Badminton Championships – Mixed doubles,1999-09-15,badminton
1998 Carebaco Badminton Championships,1997 Carebaco Badminton Championships,1998 Carebaco International Badminton Championships – Mixed doubles,1998-08-28,badminton
1997 Carebaco Badminton Championships,1996 Carebaco Badminton Championships,1997 Carebaco International Badminton Championships – Mixed doubles,1997-08-28,badminton
1996 Carebaco Badminton Championships,1995 Carebaco Badminton Championships,1996 Carebaco International Badminton Championships – Mixed doubles,1996-08-25,badminton
1995 Carebaco Badminton Championships,1993 Carebaco Badminton Championships,1995 Carebaco International Badminton Championships – Mixed doubles,1995-08-25,badminton
2015 Carebaco Badminton Championships,2014 Carebaco Badminton Championships,2015 Carebaco International Badminton Championships – Mixed doubles,2015-08-26,badminton
2017 Carebaco Badminton Championships,2016 Carebaco Badminton Championships,2017 Carebaco International Badminton Championships – Women's singles,2017-08-22,badminton
2016 Carebaco Badminton Championships,2015 Carebaco Badminton Championships,2016 Carebaco International Badminton Championships – Women's singles,2016-08-25,badminton
2014 Carebaco Badminton Championships,2013 Carebaco Badminton Championships,2014 Carebaco International Badminton Championships – Women's singles,2014-08-11,badminton
2005 Carebaco Badminton Championships,2004 Carebaco Badminton Championships,2005 Carebaco International Badminton Championships – Women's singles,2005-09-01,badminton
2004 Carebaco Badminton Championships,2003 Carebaco Badminton Championships,2004 Carebaco International Badminton Championships – Women's singles,2004-11-03,badminton
2003 Carebaco Badminton Championships,2002 Carebaco Badminton Championships,2003 Carebaco International Badminton Championships – Women's singles,2003-07-15,badminton
