col0,col1,col2,col3
fandango,Ottův slovník naučný,folk dance,Fandango
children's music,Armenian Soviet Encyclopedia,music genre,children's song
American minstrel music,Oxford Bibliographies Online,music genre,Minstrel
fandango,Ottův slovník naučný,music genre,Fandango
chanson,Armenian Soviet Encyclopedia,music genre,Russian chanson
songs of Brittany,Barzaz Breiz,music genre,song
nenia,Brockhaus and Efron Encyclopedic Dictionary,music genre,Nenia Dea
Dumka,Riemann's Music Dictionary (1901–1904),music genre,Dumka
polonaise,Larousse Encyclopedia online,music genre,polonaise
Martial music,Brockhaus and Efron Encyclopedic Dictionary,music genre,military band
Nightcore,Rate Your Music,music genre,Nightcore
burlesque,Riemann's Music Dictionary (1901–1904),music genre,burlesque
hymn,Brockhaus and Efron Encyclopedic Dictionary,music genre,national anthem
