col0,col1,col2,col3,col4
Falköping,2016-01-01,Falköping Municipality,Falköping parish,Sweden
Ek,2016-01-01,Mariestad Municipality,Eks parish,Sweden
Ekeskog,2016-01-01,Töreboda Municipality,Ekeskogs parish,Sweden
Ekby,2016-01-01,Mariestad Municipality,Ekby parish,Sweden
Eggvena,2016-01-01,Herrljunga Municipality,Eggvena parish,Sweden
Eggby-Istrum,2016-01-01,Skara Municipality,Eggby-Istrums parish,Sweden
Edsvära,2016-01-01,Vara Municipality,Edsvära parish,Sweden
Edsleskog,2016-01-01,Åmål Municipality,Edsleskogs parish,Sweden
Dragsmark,2016-01-01,Uddevalla Municipality,Dragsmarks parish,Sweden
Dimbo-Ottravad,2016-01-01,Tidaholm Municipality,Dimbo-Ottravads  parish,Sweden
Daretorp,2016-01-01,Tidaholm Municipality,Daretorp  parish,Sweden
Dannike,2016-01-01,Borås Municipality,Dannike  parish,Sweden
