col0,col1,col2,col3
Kalbajar District,Azerbaijan,district of Azerbaijan,43713
Dashkasan District,Azerbaijan,district of Azerbaijan,34.476
Sharur District,Azerbaijan,district of Azerbaijan,95086
Qazakh District,Azerbaijan,district of Azerbaijan,91142
Shusha District,Azerbaijan,district of Azerbaijan,29700
Goygol District,Azerbaijan,district of Azerbaijan,60890
Sabirabad District,Azerbaijan,district of Azerbaijan,176685
Ismailli District,Azerbaijan,district of Azerbaijan,86106
Shaki District,Azerbaijan,district of Azerbaijan,176000
Barda District,Azerbaijan,district of Azerbaijan,152700
Balakan District,Azerbaijan,district of Azerbaijan,97700
Goranboy District,Azerbaijan,district of Azerbaijan,103300
