col0,col1,col2,col3
Ollagüe,mountain,South America,Southern Andean Volcano Observatory
Descabezado Grande,mountain,Americas,Southern Andean Volcano Observatory
Mount Hudson,mountain,South America,Southern Andean Volcano Observatory
Calbuco,mountain,Americas,Southern Andean Volcano Observatory
Tupungatito,mountain,South America,Southern Andean Volcano Observatory
Lastarria,mountain,Americas,Southern Andean Volcano Observatory
Antuco,mountain,Americas,Southern Andean Volcano Observatory
Puyehue-Cordón Caulle,mountain,South America,Southern Andean Volcano Observatory
Lanín,mountain,Americas,Southern Andean Volcano Observatory
Irruputuncu,mountain,Americas,Southern Andean Volcano Observatory
Parinacota,mountain,Americas,Southern Andean Volcano Observatory
