col0,col1,col2,col3,col4
2014 Indian general election in Mavelikkara Lok Sabha constituency,election,889060,P.Sudheer,2014 Indian general election in Kerala
2014 Indian general election in Chalakudy Lok Sabha constituency,election,884033,Edappally Basheer,2014 Indian general election in Kerala
2014 Indian general election in Mandla Lok Sabha constituency,election,1218518,Faggan Singh Kulaste,2014 Indian general election in Madhya Pradesh
2014 Indian general election in Chikkballapur Lok Sabha constituency,election,1263274,Veerappa Moily,2014 Indian general election in Karnataka
2014 Indian general election in Mandya Lok Sabha constituency,election,1192638,Ramya,2014 Indian general election in Karnataka
2014 Indian general election in Dakshina Kannada Lok Sabha constituency,election,1207474,Janardhana Poojary,2014 Indian general election in Karnataka
2014 Indian general election in Jammu Lok Sabha constituency,election,1253593,Madan Lal Sharma,2014 Indian general election in Jammu and Kashmir
2014 Indian general election in Gurgaon Lok Sabha constituency,election,1320619,Rao Inderjit Singh,2014 Indian general election in Haryana
2014 Indian general election in Karnal Lok Sabha constituency,election,1193500,Arvind Tiwari,2014 Indian general election in Haryana
2014 Indian general election in Varanasi Lok Sabha constituency,election,1030685,Narendra Modi,2014 Indian general election in Uttar Pradesh
2014 Indian general election in Ghosi Lok Sabha constituency,election,1039656,Dara Singh Chauhan,2014 Indian general election in Uttar Pradesh
2014 Indian general election in Gorakhpur Lok Sabha constituency,election,1040199,Yogi Adityanath,2014 Indian general election in Uttar Pradesh
2014 Indian general election in Basti Lok Sabha constituency,election,1048534,Harish Dwivedi,2014 Indian general election in Uttar Pradesh
