col0,col1,col2,col3
Justify,October & April,alternative rock,Livin' in a World Without You
Got 2 Luv U,She Doesn't Mind,electropop,Do You Remember
Where You Are,I Think I'm in Love with You,contemporary R&B,I Wanna Love You Forever
Shake the Disease,It's Called a Heart,synth-pop,Blasphemous Rumours / Somebody
Wasted,I'll Stand by You,country pop,Before He Cheats
Inconsolable,Helpless When She Smiles,pop music,I Still...
Leader of Men,Old Enough,post-grunge,Fly
For My Dear...,Depend on You,J-pop,Trust
Take Me Out,The Dark of the Matinée,rock music,Darts of Pleasure
Kazemachi Jet / Spica,Saigo no Kajitsu / Mitsubachi to Kagakusha,J-pop,Loop
My Boo,Karma,contemporary R&B,Confessions Part II
