col0,col1,col2,col3
Hôtel de Villeroy,François Debias-Aubry,Antoine Hogguer,France
Hôtel du Poët,Georges Vallon,Henri Gautier,France
Hôtel de Grimaldi-Régusse,Pierre Paul Puget,Charles de Grimaldi-Régusse,France
hôtel d'Almeyras,Louis Métezeau,Pierre d'Alméras,France
hôtel de Mercy-Argenteau,Firmin Perlin,Jean-Joseph de Laborde,France
Maison pompéienne,Jacques Ignace Hittorff,Napoléon Joseph Charles Paul Bonaparte,France
Hôtel Matignon,Jean Courtonne,Christian Louis de Montmorency-Luxembourg,France
Hotel Hannon,Jules Brunfaut,Édouard Hannon,Belgium
hôtel Max Hallet,Victor Horta,Max Hallet,Belgium
Hôtel Pams,Leopold Carlier,Pierre Bardou-Job,France
