col0,col1,col2,col3,col4
2018 Internationaux de Strasbourg,2017 Internationaux de Strasbourg,2019 Internationaux de Strasbourg,tennis tournament edition,WTA International tournaments
2017 Internationaux de Strasbourg,2016 Internationaux de Strasbourg,2018 Internationaux de Strasbourg,tennis tournament edition,WTA International tournaments
2016 Internationaux de Strasbourg,2015 Internationaux de Strasbourg,2017 Internationaux de Strasbourg,tennis tournament edition,WTA International tournaments
2015 Internationaux de Strasbourg,2014 Internationaux de Strasbourg,2016 Internationaux de Strasbourg,tennis tournament edition,WTA International tournaments
2014 Internationaux de Strasbourg,2013 Internationaux de Strasbourg,2015 Internationaux de Strasbourg,tennis tournament edition,WTA International tournaments
2013 Internationaux de Strasbourg,2012 Internationaux de Strasbourg,2014 Internationaux de Strasbourg,tennis tournament edition,2013 WTA Tour
2005 Internationaux de Strasbourg,2004 Internationaux de Strasbourg,2006 Internationaux de Strasbourg,tennis tournament edition,2005 WTA Tour
1997 Internationaux de Strasbourg,1996 Internationaux de Strasbourg,1998 Internationaux de Strasbourg,tennis tournament edition,1997 WTA Tour
1996 Internationaux de Strasbourg,1995 Internationaux de Strasbourg,1997 Internationaux de Strasbourg,tennis tournament edition,1996 WTA Tour
1995 Internationaux de Strasbourg,1994 Internationaux de Strasbourg,1996 Internationaux de Strasbourg,tennis tournament edition,1995 WTA Tour
1992 Internationaux de Strasbourg,1991 Internationaux de Strasbourg,1993 Internationaux de Strasbourg,tennis tournament edition,1992 WTA Tour
1989 Internationaux de Strasbourg,1988 Internationaux de Strasbourg,1990 Internationaux de Strasbourg,tennis tournament edition,1989 WTA Tour
2008 Internationaux de Strasbourg,2007 Internationaux de Strasbourg,2009 Internationaux de Strasbourg,tennis tournament edition,2008 WTA Tour
