col0,col1,col2,col3,col4
Interview of Marion Kern Kennedy on her service in the U.S. Army Nurse Corps during WWII,2003-10-21,military nursing,University of Texas at San Antonio Libraries,English
Interview of Marion Steinhilber on her 27 year career in the U.S. Army Nurse Corps,2003-10-21,U.S. Army Nurse Corps,University of Texas at San Antonio Libraries,English
Interview of Marion Kern Kennedy on her service in the U.S. Army Nurse Corps during WWII,2003-10-21,Burma Road,University of Texas at San Antonio Libraries,English
Interview of Marion Steinhilber on her 27 year career in the U.S. Army Nurse Corps,2003-10-21,veteran,University of Texas at San Antonio Libraries,English
Interview of Marion Kern Kennedy on her service in the U.S. Army Nurse Corps during WWII,2003-10-21,nurse,University of Texas at San Antonio Libraries,English
Interview of Marion Steinhilber on her 27 year career in the U.S. Army Nurse Corps,2003-10-21,health care,University of Texas at San Antonio Libraries,English
Interview of Marion Kern Kennedy on her service in the U.S. Army Nurse Corps during WWII,2003-10-21,health care,University of Texas at San Antonio Libraries,English
Interview of Marion Steinhilber on her 27 year career in the U.S. Army Nurse Corps,2003-10-21,United States Army,University of Texas at San Antonio Libraries,English
Interview of Marion Kern Kennedy on her service in the U.S. Army Nurse Corps during WWII,2003-10-21,United States Army,University of Texas at San Antonio Libraries,English
Interview of Marion Steinhilber on her 27 year career in the U.S. Army Nurse Corps,2003-10-21,India,University of Texas at San Antonio Libraries,English
Interview of Marion Kern Kennedy on her service in the U.S. Army Nurse Corps during WWII,2003-10-21,India,University of Texas at San Antonio Libraries,English
