col0,col1,col2,col3
Elephant Matriarch,Verna Felton,hazel,circus performer
Sir Hiss,Terry-Thomas,yellow,consultant
Junior,Clint Howard,black,soldier
Boris,Alan Reed,brown,philosopher
Desoto,Carl Weintraub,amber,thug
Roscoe,Taurean Blacque,amber,thug
Dodger,Billy Joel,dark brown,thief
Tito,Cheech Marin,brown,thief
Tramp,Larry Roberts,brown,tramp
Sheriff of Nottingham,Pat Buttram,yellow,prisoner
Copper,Kurt Russell,black,hunter
Dodger,Billy Joel,dark brown,leader
Mr. Stork,Sterling Holloway,blue,courier
