col0,col1,col2,col3
Bowman Coast,Antarctic Treaty area,Antarctica,coast
Clarie Coast,Antarctic Treaty area,Antarctica,coast
Lassiter Coast,Antarctic Treaty area,Antarctica,coast
Banzare Coast,Antarctic Treaty area,Antarctica,coast
Eights Coast,Antarctic Treaty area,Antarctica,coast
Knox Coast,Antarctic Treaty area,Antarctica,coast
Foyn Coast,Antarctic Treaty area,Antarctica,coast
Oscar II Coast,Antarctic Treaty area,Antarctica,coast
Scott Coast,Antarctic Treaty area,Antarctica,coast
Mawson Coast,Antarctic Treaty area,Antarctica,coast
Oates Coast,Antarctic Treaty area,Antarctica,coast
