col0,col1,col2,col3,col4
Videle,Videle,UTC+02:00,Videle,11097
Solca,Solca,UTC+02:00,Solca,2188
Vălenii de Munte,Vălenii de Munte,UTC+02:00,Vălenii de Munte,12257
Siret,Siret,UTC+02:00,Siret,7031
Boldești-Scăeni,Boldești-Scăeni,UTC+02:00,Boldești-Scăeni,10105
Dumbrăveni,Dumbrăveni,UTC+02:00,Dumbrăveni,5196
Babadag,Babadag,UTC+02:00,Babadag,8940
Ciacova,Ciacova,UTC+02:00,Ciacova,2721
Gătaia,Gătaia,UTC+02:00,Gătaia,3998
Recaș,Recaș,UTC+02:00,Recaș,4722
Agnita,Agnita,UTC+02:00,Agnita,7107
Băicoi,Băicoi,UTC+02:00,Băicoi,11047
Livada,Livada,UTC+02:00,Livada,4824
Vicovu de Sus,Vicovu de Sus,UTC+02:00,Vicovu de Sus,10456
