col0,col1,col2,col3
2015 Catalan regional election,Catalan People's Party,Spain,2015-09-27
Catalonian parliamentary election,Catalan People's Party,Spain,1992-03-15
1995 Catalan regional election,Catalan People's Party,Spain,1995-11-19
"Catalonian parliamentary election, 1999",Catalan People's Party,Spain,1999-10-17
2003 Catalan regional election,Catalan People's Party,Spain,2003-11-16
2012 Catalan regional election,Catalan People's Party,Spain,2012-11-25
Catalan regional election 2015 in the district of Barcelona,Ciudadanos,Spain,2015-09-27
2017 Catalan regional election,Ciudadanos,Spain,2017-12-21
2015 Catalan regional election,Ciudadanos,Spain,2015-09-27
2012 Catalan regional election,Ciudadanos,Spain,2012-11-25
