col0,col1,col2,col3
Dream of St Gregory,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
St Francis Mourned by St Clare,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Institution of the Crib at Greccio,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Miracle of the Crucifix,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
St Francis Preaching before Honorius III,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Sermon to the Birds,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Homage of a Simple Man,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Death and Ascension of St Francis,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Death of the Knight of Celano,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Miracle of the Spring,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Confirmation of the Rule,Upper Basilica of San Francesco d'Assisi,Basilica of San Francesco d'Assisi,Italy
Sistine Chapel ceiling,Sistine Chapel,Vatican Museums,Vatican City
The Last Judgment,Sistine Chapel,Vatican Museums,Vatican City
The Creation of Adam,Sistine Chapel,Vatican Museums,Vatican City
Joachim's Dream,Scrovegni Chapel,Civic Museums of Padua,Italy
