col0,col1,col2,col3,col4
ISO/IEC 8859–10:1998: Information technology—8-bit single-byte coded graphic character sets—Part 10: Latin alphabet No. 6,International Organization for Standardization,ISO/IEC 8859-10,10,International Organization for Standardization
ISO/IEC 8859–14:1998: Information technology—8-bit single-byte coded graphic character sets—Part 14: Latin alphabet No. 8,International Organization for Standardization,ISO/IEC 8859-14,9,International Organization for Standardization
ISO/IEC 8859–11:2001: Information technology—8-bit single-byte coded graphic character sets—Part 11: Latin/Thai alphabet,International Organization for Standardization,ISO/IEC 8859-11,10,International Organization for Standardization
ISO/IEC 8859–13:1998: Information technology—8-bit single-byte coded graphic character sets—Part 13: Latin alphabet No. 7,International Organization for Standardization,ISO/IEC 8859-13,10,International Organization for Standardization
ISO/IEC 8859–6:1999: Information technology—8-bit single-byte coded graphic character sets—Part 6: Latin/Arabic alphabet,International Organization for Standardization,ISO/IEC 8859-6,11,International Organization for Standardization
ISO/IEC 2022:1994: Information technology—Character code structure and extension techniques,International Organization for Standardization,ISO/IEC 2022,47,International Organization for Standardization
ISO/IEC 8859–2:1999: Information technology—8-bit single-byte coded graphic character sets—Part 2: Latin alphabet No. 2,International Organization for Standardization,ISO/IEC 8859-2,10,International Organization for Standardization
ISO/IEC 8859–8:1999: Information technology—8-bit single-byte coded graphic character sets—Part 8: Latin/Hebrew alphabet,International Organization for Standardization,ISO/IEC 8859-8,12,International Organization for Standardization
ISO/IEC 8859–1:1998: Information technology—8-bit single-byte coded graphic character sets—Part 1: Latin alphabet No. 1,International Organization for Standardization,ISO/IEC 8859-1,10,International Organization for Standardization
ISO/IEC 8859–15:1999: Information technology—8-bit single-byte coded graphic character sets—Part 15: Latin alphabet No. 9,International Organization for Standardization,ISO/IEC 8859-15,9,International Organization for Standardization
ISO/IEC 8859–3:1999: Information technology—8-bit single-byte coded graphic character sets—Part 3: Latin alphabet No. 3,International Organization for Standardization,ISO/IEC 8859-3,10,International Organization for Standardization
ISO/IEC 8859–5:1999: Information technology—8-bit single-byte coded graphic character sets—Part 5: Latin/Cyrillic alphabet,International Organization for Standardization,ISO/IEC 8859-5,10,International Organization for Standardization
