col0,col1,col2,col3
Captain Marvel,Batson,Batman: The Brave and the Bold,Superman
Batman,Wayne,Lego Batman 2: DC Super Heroes,Superman
Pink Diamond,Diamond,Steven Universe,pink diamond
Governor Ratcliffe,Ratcliffe,Pocahontas,Edward Maria Wingfield
Mulan,Fa,Mulan,Gong Li
Batman,Wayne,Lego Batman 2: DC Super Heroes,Count Dracula
Chris,McLean,Total Drama World Tour,Jeff Probst
Sagara Sanosuke,Sagara,Rurouni Kenshin,Harada Sanosuke
Preston B. Whitmore,Whitmore,Atlantis: The Lost Empire,John Hammond
Batman,Wayne,Lego Batman 2: DC Super Heroes,The Shadow
Chris,McLean,Total Drama Island,Ashton Kutcher
Jim Hawkins,Hawkins,Treasure Planet,James Dean
Wolfgang Plink,Plink,Burne's Blues,Wolfgang Puck
John Silver,Silver,Treasure Planet,Long John Silver
Batman,Wayne,Batman,Count Dracula
