col0,col1,col2,col3,col4
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/4,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/6,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/7,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/8,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/11,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/12,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/13,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/16,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/15,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/7,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/13,109.1,GLAM Museu Paulista,printed matter,1930-01-01
