col0,col1,col2,col3
Shuya,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Shakhty,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Ustyuzhna,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Uglich,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Tutayev,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Starodub,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
"Staritsa (town), Tver Oblast",Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Skopin,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Rybinsk,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Rostov,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
Rasskazovo,Brockhaus and Efron Encyclopedic Dictionary,UTC+03:00,Russia
