col0,col1,col2,col3
Saul's Legs,public domain,study,Saul's Legs
Study of an Old Woman,public domain,study,Study of an Old Woman
Portrait Study,public domain,study,Portrait Study
Study of Sijtje van Bemmel,public domain,study,Study of Sijtje van Bemmel (1880-1963)
Four Studies of a Dog,public domain,study,Four Studies of a Dog
Study of a Bull,public domain,study,Study of a Bull
'Tronie' of an Old Man,public domain,study,'Tronie' of an Old Man
"By the River of Tuonela, study for the Jusélius Mausoleum frescos",public domain,study,"By the River of Tuonela, study for the Jusélius Mausoleum frescos"
"Female Nude, Study",public domain,study,"Female Nude, Study"
Saint James the Younger,public domain,study,Saint James the Younger
Clothes on the Grass,public domain,study,Clothes on the Grass
