col0,col1,col2,col3
United Nations Security Council Resolution 1462,United Nations Security Council Resolution 1461,2003-01-30,United Nations resolution on Abkhazia
United Nations Security Council Resolution 901,United Nations Security Council Resolution 900,1994-03-04,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1524,United Nations Security Council Resolution 1523,2004-01-30,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1427,United Nations Security Council Resolution 1426,2002-07-29,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1752,United Nations Security Council Resolution 1751,2007-04-13,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1096,United Nations Security Council Resolution 1095,1997-01-30,United Nations resolution on Abkhazia
United Nations Security Council Resolution 934,United Nations Security Council Resolution 933,1994-06-30,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1554,United Nations Security Council Resolution 1553,2004-07-29,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1615,United Nations Security Council Resolution 1614,2005-07-29,United Nations resolution on Abkhazia
United Nations Security Council Resolution 1287,United Nations Security Council Resolution 1286,2000-01-31,United Nations resolution on Abkhazia
