col0,col1,col2,col3
Proposal of Alterations to Pulp and Paper Research Institute,Proposal of Alterations to Pulp and Paper Research Institute,fonds,fonds
Two Houses for T.P. Howard,Two Houses for T.P. Howard,fonds,fonds
Proposal of Outbuildings for Dr. Todd,Proposal of Outbuildings for Dr. Todd,fonds,fonds
One House for T.P. Howard,One House for T.P. Howard,fonds,fonds
D.J. Spence,D.J. Spence,fonds,fonds
Noel Chipman,Noel Chipman,fonds,fonds
Frederick G. Todd,Frederick G. Todd,fonds,fonds
Kenneth Molson,Kenneth Molson,fonds,fonds
Werleman Guy McMahon,Werleman Guy McMahon,fonds,fonds
John Scofield,John Scofield,fonds,fonds
A. Leslie Perry fonds,A. Leslie Perry fonds,fonds,fonds
Sigrun Bülow-Hübe,Sigrun Bülow-Hübe,fonds,fonds
Robert G. Calvert,Robert G. Calvert,fonds,fonds
