col0,col1,col2,col3
rhombencephalon,Gray's Anatomy (20th edition),encephalon,embryonic structure
prosencephalon,Gray's Anatomy (20th edition),brain,cerebral vesicle
orbitofrontal cortex,Gray's Anatomy (20th edition),prefrontal cortex,cortex
midbrain tegmentum,Gray's Anatomy (20th edition),cerebral peduncle,brain region
locus coeruleus,Gray's Anatomy (20th edition),pons,brain region
rhombencephalon,Gray's Anatomy (20th edition),encephalon,brain region
caudate nucleus,Gray's Anatomy (20th edition),corpus striatum,brain region
parietal lobe,Gray's Anatomy (20th edition),cerebral hemisphere,brain region
frontal lobe,Gray's Anatomy (20th edition),cerebrum,brain region
temporal lobe,Gray's Anatomy (20th edition),cerebral hemisphere,brain region
