col0,col1,col2,col3
The Judgment of Solomon and Esther before Ahasuerus,glassware,Dirck Vellert,public domain
Esther before Ahasuerus,glassware,Dirck Vellert,public domain
Bowl,glassware,Johann Schaper,public domain
"Assiette ""Chasse, Chiens""",glassware,René Lalique,copyrighted
Centerpiece,glassware,Eugène Rousseau,public domain
Frogs and Lily Pads Vase,glassware,René Lalique,copyrighted
The Judgment of Solomon,glassware,Dirck Vellert,public domain
Cup,glassware,Ignaz Preissler,public domain
Fifth Figure,glass,Howard Ben Tré,copyrighted
Jug,glass,Richard Redgrave,public domain
