col0,col1,col2,col3,col4,col5
1977 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1976 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1972 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
2016 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
2015 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1982 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1981 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1979 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
2014 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1986 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
1984 Austrian International Badminton Championships,badminton,WikiProject Badminton/tournament focus list,Austria,open championship,Austrian International Badminton Championships
