col0,col1,col2,col3
Edradour distillery,Pitlochry,whisky distillery,United Kingdom
The Glenrothes distillery,Rothes,whisky distillery,United Kingdom
Glenfiddich Distillery,Dufftown,whisky distillery,United Kingdom
Cragganmore distillery,Ballindalloch,whisky distillery,United Kingdom
Ben Nevis distillery,Fort William,whisky distillery,United Kingdom
Balvenie,Dufftown,whisky distillery,United Kingdom
Dalwhinnie distillery,Dalwhinnie,whisky distillery,United Kingdom
Tobermory distillery,Tobermory,whisky distillery,United Kingdom
Glenfarclas distillery,Ballindalloch,whisky distillery,United Kingdom
Bladnoch distillery,Bladnoch,whisky distillery,United Kingdom
Mortlach Distillery,Dufftown,whisky distillery,United Kingdom
