col0,col1,col2,col3
2000 Baby Giro,Franco Pellizotti,Italy,2000-06-18
1998 Baby Giro,Danilo Di Luca,Italy,1998-06-27
1992 Baby Giro,Marco Pantani,Italy,1992-06-26
1972 Baby Giro,Giovanni Battaglin,Italy,1972-06-23
2019 Giro Ciclistico d'Italia,Andrés Camilo Ardila,Italy,2019-06-23
2012 Girobio,Pierre-Paolo Penasa,Italy,2012-06-17
2019 Giro Ciclistico d'Italia,Juan Diego Alba,Italy,2019-06-23
2003 Baby Giro,Daniele Masolino,Italy,2003-06-22
2019 Giro Ciclistico d'Italia,Ethan Hayter,Italy,2019-06-23
2017 Giro Ciclistico d'Italia,Lucas Hamilton,Italy,2017-06-15
2010 Girobio,Antonio Santoro,Italy,2010-06-20
2011 Girobio,Stefano Agostini,Italy,2011-06-19
2009 Girobio,Manuele Caddeo,Italy,2009-06-21
