col0,col1,col2,col3,col4
2011 Polish International Badminton Championships,open championship,Białystok,Poland,2011 Polish International Badminton Championships – Women's doubles
2008 Polish International Badminton Championships,open championship,Warsaw,Poland,2008 Polish International Badminton Championships – Women's doubles
1988 Polish International Badminton Championships,open championship,Warsaw,Poland,1988 Polish International Badminton Championships – Women's doubles
1986 Polish International Badminton Championships,open championship,Warsaw,Poland,1986 Polish International Badminton Championships – Women's doubles
1983 Polish International Badminton Championships,open championship,Warsaw,Poland,1983 Polish International Badminton Championships – Women's doubles
1982 Polish International Badminton Championships,open championship,Warsaw,Poland,1982 Polish International Badminton Championships – Women's doubles
1978 Polish International Badminton Championships,open championship,Wrocław,Poland,1978 Polish International Badminton Championships – Women's doubles
1977 Polish International Badminton Championships,open championship,Wrocław,Poland,1977 Polish International Badminton Championships – Women's doubles
1976 Polish International Badminton Championships,open championship,Wrocław,Poland,1976 Polish International Badminton Championships – Women's doubles
1975 Polish International Badminton Championships,open championship,Wrocław,Poland,1975 Polish International Badminton Championships – Women's doubles
