col0,col1,col2,col3
Municipal elections 2017 in Rääkkylä in Finland,Green League,Rääkkylä municipal council,municipal elections in Finland
Municipal elections 2017 in Rusko in Finland,Green League,Rusko municipal council,municipal elections in Finland
Municipal elections 2017 in Ruovesi in Finland,Green League,Ruovesi municipal council,municipal elections in Finland
Municipal elections 2017 in Ruokolahti in Finland,Green League,Ruokolahti municipal council,municipal elections in Finland
Municipal elections 2017 in Rovaniemi in Finland,Green League,Rovaniemi City Council,municipal elections in Finland
Municipal elections 2017 in Ristijärvi in Finland,Green League,Ristijärvi municipal council,municipal elections in Finland
Municipal elections 2017 in Riihimäki in Finland,Green League,Riihimäki City Council,municipal elections in Finland
Municipal elections 2017 in Reisjärvi in Finland,Centre Party,Reisjärvi municipal council,municipal elections in Finland
Municipal elections 2017 in Orimattila in Finland,Green League,Orimattila City Council,municipal elections in Finland
Municipal elections 2017 in Närpes in Finland,Green League,Närpes municipal council,municipal elections in Finland
Municipal elections 2017 in Nurmijärvi in Finland,Green League,Nurmijärvi municipal council,municipal elections in Finland
