col0,col1,col2,col3
Bible,Catholic Encyclopedia,Bezděkova Bible,New Testament
Quran,Small Brockhaus and Efron Encyclopedic Dictionary,The Meaning of the Glorious Koran,Hūd
Bible,Small Brockhaus and Efron Encyclopedic Dictionary,Ostrog Bible,New Testament
Quran,All the Tropes,"Die türkische Bibel, oder der Koran",Al-Qaṣaṣ
Bible,Catholic Encyclopedia,Bezděkova Bible,Old Testament
Quran,Catholic Encyclopedia,"Die türkische Bibel, oder der Koran",Al-Imran
Bible,Brockhaus and Efron Encyclopedic Dictionary,Septuagint,New Testament
Quran,Great Soviet Encyclopedia (1926–1947),Lex Mahumet pseudoprophete,An-Nisāʼ
Bible,Small Brockhaus and Efron Encyclopedic Dictionary,Septuagint,New Testament
Quran,"Infernal Dictionary, 6th ed.","Die türkische Bibel, oder der Koran",An-Nahl
Bible,Orthodox Theological Encyclopedia,Charles XII Bible,New Testament
Quran,Catholic Encyclopedia,"Die türkische Bibel, oder der Koran",Al-Baqarah
