col0,col1,col2,col3
Eckhof (Verweisung) (ADB),"Eckhel, Joseph Hilarius von",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 5th volume"
"Crell, Nicolaus","Crell, Ludwig Christian",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 4th volume"
"Cornelisz, Cornelis","Cornelisz, Arnold",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 4th volume"
Cocxie (Verweisung) (ADB),"Cockerill, Charles James",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 4th volume"
Coninck (ADB),"Congnet, Gillis",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 4th volume"
Cronenberg (Verweisung) (ADB),"Cronegk, Johann Friedrich von",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 4th volume"
Daun (Verweisung) (ADB),"Daumer, Georg Friedrich",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 4th volume"
Breughel (Verweisung) (ADB),"Breuer, Friedrich Ludwig",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 3rd volume"
Adolf IV. (Graf von Kleve-Mark) (ADB),"Adolf I., Graf von Cleve",Allgemeine Deutsche Biographie,"Allgemeine Deutsche Biographie, 1st volume"
Alethius (Pauly-Wissowa),Alesion 1 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Pauly-Wissowa vol. S I
Amphilochoi 1 (Pauly-Wissowa),Amphilochius 4 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. I,2"
Ampsaga (Pauly-Wissowa),Ampreutae (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. I,2"
Amphyriso (Pauly-Wissowa),Amphrysos 2 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. I,2"
Amphriso (Pauly-Wissowa),Amphotis 2 (Pauly-Wissowa),Paulys Realenzyklopädie der klassischen Altertumswissenschaft,"Pauly-Wissowa vol. I,2"
