col0,col1,col2,col3,col4
Zinc in innate and adaptive tumor immunity.,ScienceSource,Journal of Translational Medicine,Creative Commons Attribution,Lisa H. Butterfield
Regulation of calcitriol biosynthesis and activity: focus on gestational vitamin D deficiency and adverse pregnancy outcomes.,ScienceSource,Nutrients,Creative Commons Attribution,Andrea Olmos-Ortiz
Drug resistance in non-B subtype HIV-1: impact of HIV-1 reverse transcriptase inhibitors.,ScienceSource,Viruses,Creative Commons Attribution,Ujjwal Neogi
Human viruses and cancer.,ScienceSource,Viruses,Creative Commons Attribution,Ezequiel M Fuentes-Pananá
Macrophage-pathogen interactions in infectious diseases: new therapeutic insights from the zebrafish host model,ScienceSource,Disease Models & Mechanisms,Creative Commons Attribution,Vincenzo Torraca
Mental health in adolescents with Type 1 diabetes: results from a large population-based study.,ScienceSource,BMC Endocrine Disorders,Creative Commons Attribution,Børge Sivertsen
Nucleo-cytoplasmic transport as a therapeutic target of cancer,ScienceSource,Journal of Hematology & Oncology,Creative Commons Attribution,Giovanni Luca Gravina
A systematic review of hospital experiences of people with intellectual disability.,ScienceSource,BMC Health Services Research,Creative Commons Attribution,Teresa Iacono
Modeling of novel diagnostic strategies for active tuberculosis - a systematic review: current practices and recommendations.,ScienceSource,PLOS ONE,Creative Commons Attribution,Richard G White
A systematic review of hospital experiences of people with intellectual disability.,ScienceSource,BMC Health Services Research,Creative Commons Attribution,Jacinta M. Douglas
The role of immunotherapy in solid tumors: report from the Campania Society of Oncology Immunotherapy,ScienceSource,Journal of Translational Medicine,Creative Commons Attribution,Alessandro Morabito
"Polymorphisms of an innate immune gene, toll-like receptor 4, and aggressive prostate cancer risk: a systematic review and meta-analysis.",ScienceSource,PLOS ONE,Creative Commons Attribution,Graham G. Giles
Long-term clinical outcome and phenotypic variability in hyperphosphatemic familial tumoral calcinosis and hyperphosphatemic hyperostosis syndrome caused by a novel GALNT3 mutation; case report and review of the literature.,ScienceSource,BMC Genetics,Creative Commons Attribution,Stefan Johansson
Cutaneous vasculitis in patients with autoimmune polyendocrine syndrome type 1: report of a case and brief review of the literature.,ScienceSource,BMC Pediatrics,Creative Commons Attribution,Claudio Pignata
Drug resistance in non-B subtype HIV-1: impact of HIV-1 reverse transcriptase inhibitors.,ScienceSource,Viruses,Creative Commons Attribution,Karen A. Kirby
