col0,col1,col2,col3
High-Kings of Arnor and Gondor,men in Tolkien's legendarium,Tolkien's legendarium,king of Arnor
Alecto and Amicus Carrow,Death Eater,Harry Potter universe,Alecto Carrow
Gelmir and Arminas,Middle-earth elf,Tolkien's legendarium,Arminas
Fathers of the Dwarves,dwarves in Tolkien's legendarium,Tolkien's legendarium,Durin I
Alecto and Amicus Carrow,Death Eater,Harry Potter universe,Amycus Carrow
Olympian Gods,deity in fictional work,DC Universe,Ares
Aratar,Valar,Tolkien's legendarium,Aulë
Ranger in Tolkien's legendarium,Dúnedain,Tolkien's legendarium,Rangers of Ithilien
Istari,Maiar,Tolkien's legendarium,Gandalf
Snowball,fictional cat,The Simpsons universe,Snowball 1
