col0,col1,col2,col3
2019–20 coronavirus outbreak by country and territory,Template:2019 coronavirus pandemic data,country,Wikimedia list article
list of awards and nominations received by Basshunter,Template:Editnotices/Page/List of awards and nominations received by Basshunter,nomination,Wikimedia list article
list of diplomatic missions in Romania,Template:Diplomatic missions in Romania,diplomatic mission,Wikimedia list article
list of earthquakes in 2019,Template:Earthquakes in 2019,earthquake,Wikimedia list article
list of diplomatic missions in Hungary,Template:Diplomatic missions in Hungary,diplomatic mission,Wikimedia list article
Aichi prefectural roads,Template:Aichi prefectural roads,prefectural road,Wikimedia list article
Russian Empire at the Olympics,Template:Infobox Olympics Russian Empire,human,Wikimedia list article
list of mayors of İzmir,Template:Mayors of İzmir,human,Wikimedia list article
list of national highways of Japan,Template:National Routes of Japan,National highway of Japan,Wikimedia list article
Highways in Greece,Template:Greek road sign,road,Wikimedia list article
Official Harpist to the Prince of Wales,Template:Official Harpist to the Prince of Wales,human,Wikimedia list article
