col0,col1,col2,col3,col4
February - pruning trees; Pisces,religious art,De Grey Hours,1401-01-01,parchment
The raising of souls to Heaven,religious art,De Grey Hours,1401-01-01,parchment
Arms of the Harrington family,religious art,De Grey Hours,1401-01-01,parchment
Arms of the Woodville family,religious art,De Grey Hours,1401-01-01,parchment
Arms of Ailmer de Valence,religious art,De Grey Hours,1401-01-01,parchment
The Last Judgment,religious art,De Grey Hours,1401-01-01,parchment
Arms of the Hastings family,religious art,De Grey Hours,1401-01-01,parchment
De Grey Hours folio 13r,religious art,De Grey Hours,1401-01-01,parchment
Arms of De Grey of Ruthin,religious art,De Grey Hours,1401-01-01,parchment
December- slaughtering a pig; Capricorn,religious art,De Grey Hours,1401-01-01,parchment
Arms of the Astley family,religious art,De Grey Hours,1401-01-01,parchment
"Arms of De Quincy, Earls of Winchester",religious art,De Grey Hours,1401-01-01,parchment
November- knocking down acorns for swine; Sagittarius,religious art,De Grey Hours,1401-01-01,parchment
Christ flanked by two thieves,religious art,De Grey Hours,1401-01-01,parchment
