col0,col1,col2,col3,col4
zone 28,zone 31,zone 26,Victoria,fare zone
zone 26,zone 28,zone 25,Victoria,fare zone
zone 25,zone 26,zone 24,Victoria,fare zone
zone 24,zone 25,zone 23,Victoria,fare zone
zone 23,zone 24,zone 22,Victoria,fare zone
zone 22,zone 23,zone 21,Victoria,fare zone
zone 21,zone 22,zone 20,Victoria,fare zone
zone 20,zone 21,zone 19,Victoria,fare zone
zone 19,zone 20,zone 18,Victoria,fare zone
zone 18,zone 19,zone 17,Victoria,fare zone
zone 17,zone 18,zone 16,Victoria,fare zone
zone 16,zone 17,zone 15,Victoria,fare zone
zone 15,zone 16,zone 14,Victoria,fare zone
