col0,col1,col2,col3,col4
40 Clergy Street,Canada,Old Sydenham Heritage Conservation District,"40 Clergy Street 38, 40 and 42 Clergy Street",Kingston
38 Clergy Street,Canada,Old Sydenham Heritage Conservation District,"38 Clergy Street 38, 40 and 42 Clergy Street",Kingston
287 Park Street North,Canada,Avenues and Neighbourhood Heritage Conservation District,287 Park Street North,Peterborough
285 Park Street North,Canada,Avenues and Neighbourhood Heritage Conservation District,285 Park Street North,Peterborough
283 Park Street North,Canada,Avenues and Neighbourhood Heritage Conservation District,283 Park Street North,Peterborough
489 Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,489 Bolivar Street,Peterborough
487 Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,487 Bolivar Street,Peterborough
485 Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,485 Bolivar Street,Peterborough
485½ Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,485½ Bolivar Street,Peterborough
483 Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,483 Bolivar Street,Peterborough
481 Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,481 Bolivar Street,Peterborough
479 Bolivar Street,Canada,Avenues and Neighbourhood Heritage Conservation District,479 Bolivar Street,Peterborough
