col0,col1,col2,col3
2019 Iran International Badminton Championships,2018 Iran International Badminton Championships,badminton,open championship
2018 Iran International Badminton Championships,2017 Iran International Badminton Championships,badminton,open championship
2017 Iran International Badminton Championships,2015 Iran International Badminton Championships,badminton,open championship
2015 Iran International Badminton Championships,2014 Iran International Badminton Championships,badminton,open championship
2014 Iran International Badminton Championships,2013 Iran International Badminton Championships,badminton,open championship
2003 Iran International Badminton Championships,2002 Ten Days of Dawn,badminton,open championship
2002 Ten Days of Dawn,2001 Ten Days of Dawn,badminton,open championship
2001 Ten Days of Dawn,1999 Ten Days of Dawn,badminton,open championship
1999 Ten Days of Dawn,1998 Ten Days of Dawn,badminton,open championship
1996 Ten Days of Dawn,1995 Ten Days of Dawn,badminton,open championship
1995 Ten Days of Dawn,1993 Ten Days of Dawn,badminton,open championship
1993 Ten Days of Dawn,1992 Ten Days of Dawn,badminton,open championship
2013 Iran International Badminton Championships,2012 Iran International Badminton Championships,badminton,open championship
2012 Iran International Badminton Championships,2011 Iran International Badminton Championships,badminton,open championship
2011 Iran International Badminton Championships,2010 Iran International Badminton Championships,badminton,open championship
