col0,col1,col2,col3,col4
Moravica District,Raška District,3016,Serbia,Serbia
Šumadija District,Raška District,2387,Serbia,Serbia
Zlatibor District,Raška District,6140,Serbia,Serbia
Jablanica District,Nišava District,2769,Serbia,Serbia
Belgrade District,Kolubara District,3224,Serbia,Serbia
Moravica District,Kolubara District,3016,Serbia,Serbia
Mačva District,Kolubara District,3268,Serbia,Serbia
Šumadija District,Kolubara District,2387,Serbia,Serbia
Zlatibor District,Kolubara District,6140,Serbia,Serbia
Raška District,Rasina District,3918,Serbia,Serbia
Nišava District,Rasina District,2729,Serbia,Serbia
Šumadija District,Rasina District,2387,Serbia,Serbia
Raška District,Moravica District,3918,Serbia,Serbia
Kolubara District,Moravica District,2474,Serbia,Serbia
Šumadija District,Moravica District,2387,Serbia,Serbia
