col0,col1,col2,col3,col4
Kohl Jar with Lid,public domain,Kohl Jar with Lid (lid),Cleveland Museum of Art,item of collection or exhibition
Kohl Jar with Lid,public domain,Kohl Jar with Lid,Cleveland Museum of Art,item of collection or exhibition
Kohl Jar with Lid,public domain,Kohl Jar with Lid,Cleveland Museum of Art,item of collection or exhibition
Dish in the Form of a Shell,public domain,Dish in the Form of a Shell,Cleveland Museum of Art,item of collection or exhibition
Cosmetic Vessel,public domain,Cosmetic Vessel (Cylinder Beaker),Cleveland Museum of Art,item of collection or exhibition
Long-Necked Flask,public domain,Long-Necked Flask (Krateriskos),Cleveland Museum of Art,item of collection or exhibition
Magic Bottle,public domain,Magic Bottle,Cleveland Museum of Art,item of collection or exhibition
Offering Table,public domain,Offering Table,Cleveland Museum of Art,item of collection or exhibition
Squat Dummy Jar with Lug Handles,public domain,Squat Dummy Jar with Lug Handles,Cleveland Museum of Art,item of collection or exhibition
Dish,public domain,Dish,Cleveland Museum of Art,item of collection or exhibition
