col0,col1,col2,col3,col4
Hardwick Woolen Mills,445 Church Street Southwest,Cleveland,United States of America,place listed on the National Register of Historic Places
Rock Hill Body Company,601 West Main Street,Rock Hill,United States of America,place listed on the National Register of Historic Places
Rock Hill Printing and Finishing Company,400 West White Street,Rock Hill,United States of America,place listed on the National Register of Historic Places
Rock Hill Cotton Factory,130 West White Street,Rock Hill,United States of America,place listed on the National Register of Historic Places
Olde Woolen Mill,Canal Street,North Berwick,United States of America,place listed on the National Register of Historic Places
Belmont Hosiery Mill,608 South Main Street,Belmont,United States of America,place listed on the National Register of Historic Places
Asheboro Hosiery Mills and Cranford Furniture Company Complex,"133 & 139 S. Church St., 230 W. Academy Sts.",Asheboro,United States of America,place listed on the National Register of Historic Places
Acme-McCrary Hosiery Mills,"124, 148, 159 North & 173 North Church Streets",Asheboro,United States of America,place listed on the National Register of Historic Places
Grey Hosiery Mill,301 Fourth Avenue East,Hendersonville,United States of America,place listed on the National Register of Historic Places
Brandon Mill,25 Draper Street,Greenville,United States of America,place listed on the National Register of Historic Places
