col0,col1,col2,col3
ASTM D4417,ASTM standard,steel,ASTM D4417-RUS
ASTM D4192,ASTM standard,Spectrophotometry,ASTM D4192-RUS
ASTM D4191,ASTM standard,Spectrophotometry,ASTM D4191-RUS
ASTM D4177,ASTM standard,automation,ASTM D4177-RUS
ASTM D3606,ASTM standard,gasoline,ASTM D3606-POR
ASTM D3525,ASTM standard,gasoline,ASTM D3525-RUS
ASTM E2602,ASTM standard,glass transition,ASTM E2602-RUS
ASTM D3403,ASTM standard,isoprene,ASTM D3403-RUS
ASTM D3341,ASTM standard,gasoline,ASTM D3341-RUS
ASTM D3237,ASTM standard,gasoline,ASTM D3237-RUS
ASTM D3958,ASTM standard,isoprene,ASTM D3958-RUS
