col0,col1,col2,col3
Réserve naturelle régionale de la forêt de Mequillet Le Hartwald,Réserve naturelle régionale,2012-03-16,France
Réserve naturelle régionale de Lostebarne-Woohay,Réserve naturelle régionale,2009-11-09,France
Réserve naturelle régionale de Cambounet-sur-le-Sor,Réserve naturelle régionale,2013-11-29,France
Regional Nature Reserve of Aulon,Réserve naturelle régionale,2011-02-10,France
Saint-Étienne – Gorges de la Loire Nature Reserve,Réserve naturelle régionale,2012-07-12,France
Réserve naturelle régionale des Riez de Nœux-les-Auxi,Réserve naturelle régionale,2007-11-12,France
Réserve naturelle régionale de l'étang du pont de fer,Réserve naturelle régionale,2008-06-26,France
Réserve naturelle régionale des marais et landes du Rothmoos,Réserve naturelle régionale,2012-03-16,France
Réserve naturelle régionale du bois des Agneux,Réserve naturelle régionale,2015-09-25,France
Réserve naturelle régionale des grottes du Cirque,Réserve naturelle régionale,1987-02-13,France
