col0,col1,col2,col3
2019 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2018 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2017 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2016 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2015 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2014 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2013 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2011 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2010 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2009 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2008 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2007 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2006 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
2004 Malaysia International Badminton Championships,Malaysia International Badminton Championships,open championship,Malaysia
