col0,col1,col2,col3
Irmino,Luhansk Oblast,city of district significance,UTC+02:00
Soledar,Donetsk Oblast,city of district significance,UTC+02:00
Perevalsk,Luhansk Oblast,city of district significance,UTC+02:00
Sukhodilsk,Luhansk Oblast,city of district significance,UTC+02:00
Vakhrusheve,Luhansk Oblast,city of district significance,UTC+02:00
Novoazovsk,Novoazovsk Raion,city of district significance,UTC+02:00
Seredyna-Buda,Seredyna-Buda Raion,city of district significance,UTC+02:00
Artemivsk,Luhansk Oblast,city of district significance,UTC+02:00
Popasna,Popasna Raion,city of district significance,UTC+02:00
Kreminna,Luhansk Oblast,city of district significance,UTC+02:00
Molodohvardiysk,Sorokyne Raion,city of district significance,UTC+02:00
Krolevets,Krolevets Raion,city of district significance,UTC+02:00
Myronivka,Myronivka Raion,city of district significance,UTC+02:00
Almazna,Kadiivka,city of district significance,UTC+02:00
Amvrosiivka,Amvrosiivka Raion,city of district significance,UTC+02:00
