col0,col1,col2,col3
Got Any Complaints?,Shueisha,You're Completely Visible,Don't Underestimate Us!!
You're Completely Visible,Shueisha,That's Why I'll Go All Out,Got Any Complaints?
That's Why I'll Go All Out,Shueisha,The True Light,You're Completely Visible
The True Light,Shueisha,It's Pointless To Say Anything,That's Why I'll Go All Out
It's Pointless To Say Anything,Shueisha,"You Have Teammates, You Know",The True Light
"You Have Teammates, You Know",Shueisha,It's Your Time To Shine!,It's Pointless To Say Anything
It's Your Time To Shine!,Shueisha,I Can't Help But Laugh,"You Have Teammates, You Know"
I Can't Help But Laugh,Shueisha,Strike First For Certain Victory!,It's Your Time To Shine!
Strike First For Certain Victory!,Shueisha,Now Let's Go,I Can't Help But Laugh
Now Let's Go,Shueisha,You Won't Reach,Strike First For Certain Victory!
You Won't Reach,Shueisha,I'll Give Them To You,Now Let's Go
I'll Give Them To You,Shueisha,They're Similar to You Guys,You Won't Reach
They're Similar to You Guys,Shueisha,He Has Not Given Up,I'll Give Them To You
He Has Not Given Up,Shueisha,You'll Find Out Soon Enough,They're Similar to You Guys
