col0,col1,col2,col3,col4
2016 Clemson Tigers men's soccer team,association football,Clemson Tigers,United States of America,Riggs Field
2016 Clemson Tigers women's soccer team,association football,Clemson Tigers,United States of America,Riggs Field
2015 Clemson Tigers women's soccer team,association football,Clemson Tigers,United States of America,Riggs Field
2015 Clemson Tigers men's soccer team,association football,Clemson Tigers,United States of America,Riggs Field
2014 Clemson Tigers men's soccer team,association football,Clemson Tigers,United States of America,Riggs Field
2017 Wake Forest Demon Deacons men's soccer team,association football,Wake Forest Demon Deacons,United States of America,W. Dennie Spry Soccer Stadium
2016 Wake Forest Demon Deacons men's soccer team,association football,Wake Forest Demon Deacons,United States of America,W. Dennie Spry Soccer Stadium
2015 Wake Forest Demon Deacons men's soccer team,association football,Wake Forest Demon Deacons,United States of America,W. Dennie Spry Soccer Stadium
2004 VCU Rams men's soccer team,association football,VCU Rams men's soccer,United States of America,Sports Backers Stadium
2017 VCU Rams men's soccer team,association football,VCU Rams,United States of America,Sports Backers Stadium
