col0,col1,col2,col3
Redmi K20 Pro,2019-06-01,Redmi K20,Redmi K30
Xiaomi Mi A2,2018-01-01,Xiaomi Mi A1,Xiaomi Mi A3
OnePlus 7,2019-05-16,OnePlus 6T,OnePlus 7 Pro
Redmi 6,2018-06-01,Redmi 5,Redmi 7
Xiaomi Mi 8,2018-05-31,Xiaomi Mi 6,Xiaomi Mi 9
Redmi Note 6 Pro,2018-10-01,Redmi Note 5,Redmi Note 7
Redmi 4,2017-05-01,Redmi 3,Redmi 5
Redmi Note 4X,2017-02-01,Redmi Note 4,Redmi Note 5
Redmi 2A,2015-03-01,Redmi 2,Redmi 3
Xiaomi Mi 9,2019-02-20,Xiaomi Mi 8,Xiaomi Mi 10
Redmi 6A,2018-06-01,Redmi 6,Redmi 7
Redmi 4 Prime,2016-11-01,Redmi 4,Redmi 5
Redmi 4A,2016-11-01,Redmi 4,Redmi 5
Huawei P20,2018-03-27,Huawei P10,Huawei P30 series
Samsung Galaxy Tab S3,2017-04-17,Samsung Galaxy Tab S2 9.7,Samsung Galaxy Tab S4
