col0,col1,col2,col3,col4
Quinta de Nossa Senhora da Piedade,Póvoa de Santa Iria,Immovable Cultural Heritage of Public Interest,quinta,Póvoa de Santa Iria e Forte da Casa
Quinta de Montezelo,Fânzeres,Immovable Cultural Heritage of Public Interest,quinta,Fânzeres e São Pedro da Cova
Quinta de Dinis de Cima,Santa Cristina do Couto,Immovable Cultural Heritage of Public Interest,quinta,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães"
Quinta das Torres,São Lourenço,Immovable Cultural Heritage of Public Interest,quinta,Azeitão
Quinta das Lapas,Monte Redondo,Immovable Cultural Heritage of Public Interest,quinta,Maxial e Monte Redondo
Trindade,Seixal,Immovable Cultural Heritage of Public Interest,quinta,"Seixal, Arrentela e Aldeia de Paio Pires"
Quinta da Bela Vista,Cacem,Pending classification monument,quinta,Cacém e São Marcos
Quinta das Lágrimas,Santa Clara,Immovable Cultural Heritage of Public Interest,quinta,Santa Clara e Castelo Viegas
Quinta do Chantre,Leça do Balio,Immovable Cultural Heritage of Public Interest,quinta,"Custóias, Leça do Balio e Guifões"
Quinta da Bacalhoa,São Simão,National Monument of Portugal,quinta,Azeitão
Quinta das Lágrimas,Santa Clara,Immovable Cultural Heritage of Public Interest,manor house,Santa Clara e Castelo Viegas
Quinta da Abelheira,São Julião do Tojal,Immovable Cultural Heritage of Public Interest,cultural heritage,Santo Antão e São Julião do Tojal
Quinta das Maduras,São Julião do Tojal,Immovable Cultural Heritage of Public Interest,cultural heritage,Santo Antão e São Julião do Tojal
"Quinta do Barão, incluindo o solar, jardins e adega",Carcavelos,Immovable Cultural Heritage of Public Interest,cultural heritage,Carcavelos e Parede
"Quinta do Bairro, Quinta dos Sousas Chichorros , Quinta dos Chichorros",Abrigada,Immovable Cultural Heritage of Public Interest,cultural heritage,Abrigada e Cabanas de Torres
