col0,col1,col2,col3,col4
USS Core,United States of America,Bogue-class escort carrier,escort carrier,World War II
USS Breton,United States of America,Bogue-class escort carrier,escort carrier,World War II
USS Barnes,United States of America,Bogue-class escort carrier,escort carrier,World War II
USS Suwannee,United States of America,Sangamon class escort carrier,escort carrier,World War II
HMS Striker,United States of America,Attacker-class escort carrier,escort carrier,World War II
HMS Puncher,United States of America,Bogue-class escort carrier,escort carrier,World War II
HMS Campania,United Kingdom,Nairana-class escort carrier,escort carrier,World War II
HMS Nabob,United States of America,Bogue-class escort carrier,escort carrier,World War II
HMS Battler,United States of America,Attacker-class escort carrier,escort carrier,World War II
HMS Emperor,United States of America,Bogue-class escort carrier,escort carrier,World War II
HMS Pursuer,United States of America,Attacker-class escort carrier,escort carrier,World War II
USS Altamaha,United States of America,Bogue-class escort carrier,escort carrier,World War II
