col0,col1,col2,col3
The Magic Flute,"Ach, ich fühl's = O, gwae fi : allan o'r opera ""Die Zauberflöte""",public domain,Papagena
Turandot,Turandot : [programme] : lyric drama in three acts and five scenes,public domain,The Unknown Prince (Calaf)
The Magic Flute,"Ach, ich fühl's = O, gwae fi : allan o'r opera ""Die Zauberflöte""",public domain,Papageno
Tosca,Tosca,public domain,Baron Scarpia
Andrea Chénier,Andrea Chénier,public domain,Carlo Gérard
Tosca,Tosca,public domain,A Sacristan
Andrea Chénier,Andrea Chénier,public domain,Maddalena di Coigny
Tosca,Tosca,public domain,A Jailer
Zaide,Zaida,public domain,Gomatz
Andrea Chénier,Andrea Chénier,public domain,Andrea Chénier
Zaide,Zaida,public domain,Zaide
Andrea Chénier,Andrea Chénier,public domain,Fouquier-Tinville
Don Giovanni,De Liefde van Don Juan,public domain,Leporello
Andrea Chénier,Andrea Chénier,public domain,Andrea Chénier
