col0,col1,col2,col3
Violin and Lute Players,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,wool
The Elephant,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,wool
Musicians and Dancers,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,wool
The Offering to Bacchus,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,wool
The Camel,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,wool
Violin and Lute Players,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,silk
The Elephant,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,silk
Musicians and Dancers,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,silk
The Offering to Bacchus,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,silk
The Camel,Metropolitan Museum of Art,Jean-Baptiste Monnoyer,silk
Duck Hunting,Château de Chaumont,Laurent Guyot,wool
Valet Carrying a Heron and Duck,Château de Chaumont,Laurent Guyot,wool
"Departure for the Hunt, with the King on Foot",Château de Chaumont,Laurent Guyot,wool
Hunt of the Grand Duke,Château de Chaumont,Laurent Guyot,wool
