col0,col1,col2,col3
Krasnoborsky District,"Krasnoborsk, Arkhangelsk Oblast",9500,11815
Pinezhsky District,Karpogory,32100,21996
Pechengsky District,Nikel,8662.22,37146
Morkinsky District,Morki,2270.08,28358
Chishminsky District,Chishmy,1823.77,52344
Bilohirsk Raion,Bilohirsk,1894,60519
"Krasninsky District, Smolensk Oblast",Krasny,1507.67,11930
Argayashsky District,Argayash,2791,41012
Plesetsky District,Plesetsk,26057.5,40541
"Alexeyevsky District, Republic of Tatarstan",Alexeyevskoye,2080.1,25546
Shchyolkovsky District,Shchyolkovo,704.88,210842
Tsivilsky District,Tsivilsk,790.8,35796
Kholmsky District,Kholm,2178.69,5230
