col0,col1,col2,col3
Doe's Hill,hillslope fort,United Kingdom,Dumfries and Galloway
Cleuchheads,hillslope fort,United Kingdom,Dumfries and Galloway
Blackford,hillslope fort,United Kingdom,Dumfries and Galloway
Sundaywell,hillslope fort,United Kingdom,Dumfries and Galloway
Craig Wood,hillslope fort,United Kingdom,Dumfries and Galloway
Barsalloch Point,hillslope fort,United Kingdom,Dumfries and Galloway
Llwynheiernin,hillslope fort,United Kingdom,City and County of Swansea
"Hen Gastell, Pen-Clawdd",hillslope fort,United Kingdom,City and County of Swansea
Carn Nicholas,hillslope fort,United Kingdom,City and County of Swansea
Reynoldston Camp,hillslope fort,United Kingdom,City and County of Swansea
