col0,col1,col2,col3
Bunkenmoor,Bunkenmoor,Germany,Lower Saxony
Fockbeker Moor,Fockbeker Moor,Germany,Schleswig-Holstein
The Great Ķemeri bog,Ķemeri National Park,Latvia,Valgunde Parish
Amtsvenn,Amtsvenn - Hündfelder Moor,Netherlands,Enschede
Bair Island,Don Edwards San Francisco Bay National Wildlife Refuge,United States of America,Redwood City
Großes Torfmoor,"Großes Torfmoor, Altes Moor",Germany,Hille
Kendlmühl-Filz,Kendlmühlfilzen,Germany,Traunstein
Dachauer Moos,LSG Dachauer Moos im Gebiet der Gemeinden Ober- und Unterschleißheim,Germany,Dachau
Huron Swamp,Indian Springs Metropark,United States of America,Michigan
Federseeried,FFH-Gebiet Federsee und Blinder See bei Kanzach,Germany,Baden-Württemberg
Savane du Lac aux Rats,La Mauricie National Park,Canada,Shawinigan
