col0,col1,col2,col3
Bang Lamphu Intersection,Sam Sen Road,Chana Songkhram,intersection
Hua Lamphong intersection,Rama IV street,Rong Mueang,intersection
Nana intersection,Sukhumvit Road,Khlong Toei,intersection
Maitri Chit Intersection,Rama IV street,Talat Noi,intersection
Si Phraya Intersection,Charoen Krung Road,Maha Phruettharam,intersection
Bang Krabue Intersection,Sam Sen Road,Thanon Nakhon Chai Si,intersection
Tuek Chai Intersection,Ratchawithi Road,Thung Phaya Thai,intersection
Uphaichetsaduthit intersection,Ratchawithi Road,Suan Chitlada,intersection
Kasat Suek Intersection,Rama I road,Khlong Maha Nak,intersection
Ratchawong Intersection,Yaowarat Road,Samphanthawong,intersection
