col0,col1,col2,col3
1807 United Kingdom general election,United Kingdom of Great Britain and Ireland,1807-05-04,Member of Parliament
1806 United Kingdom general election,United Kingdom of Great Britain and Ireland,1802-10-29,Member of Parliament
1802 United Kingdom general election,United Kingdom of Great Britain and Ireland,1802-07-05,Member of Parliament
1812 United Kingdom general election,United Kingdom of Great Britain and Ireland,1812-10-05,Member of Parliament
1831 United Kingdom general election,United Kingdom of Great Britain and Ireland,1831-04-28,Member of Parliament
1830 United Kingdom general election,United Kingdom of Great Britain and Ireland,1830-07-29,Member of Parliament
1826 United Kingdom general election,United Kingdom of Great Britain and Ireland,1826-06-07,Member of Parliament
1820 United Kingdom general election,United Kingdom of Great Britain and Ireland,1820-03-06,Member of Parliament
1818 United Kingdom general election,United Kingdom of Great Britain and Ireland,1818-06-15,Member of Parliament
1895 United Kingdom general election,United Kingdom of Great Britain and Ireland,1895-07-13,Prime Minister of the United Kingdom
1892 United Kingdom general election,United Kingdom of Great Britain and Ireland,1892-07-04,Prime Minister of the United Kingdom
1886 United Kingdom general election,United Kingdom of Great Britain and Ireland,1886-07-01,Prime Minister of the United Kingdom
