col0,col1,col2,col3
Conte II Cabinet,Conte I Cabinet,2019-09-05,Giuseppe Conte
Conte I Cabinet,Gentiloni Cabinet,2018-06-01,Giuseppe Conte
Gentiloni Cabinet,Renzi Cabinet,2016-12-12,Paolo Gentiloni
Forlani Cabinet,Cossiga II Cabinet,1980-10-18,Arnaldo Forlani
Zoli Cabinet,Segni I Cabinet,1957-05-19,Adone Zoli
Goria Cabinet,Fanfani VI Cabinet,1987-07-28,Giovanni Goria
Spadolini I Cabinet,Forlani Cabinet,1981-06-28,Giovanni Spadolini
Pella Cabinet,De Gasperi VIII Cabinet,1953-08-17,Giuseppe Pella
Rumor V Cabinet,Rumor IV Cabinet,1974-03-14,Mariano Rumor
Rumor II Cabinet,Rumor I Cabinet,1969-08-05,Mariano Rumor
Tambroni Cabinet,Segni II Cabinet,1960-03-25,Fernando Tambroni
