col0,col1,col2,col3
Chave de Porca,Santos Dumont Collection,Museu Paulista,tool
Chave de Porca,Santos Dumont Collection,Museu Paulista,tool
Chave de Fenda,Santos Dumont Collection,Museu Paulista,tool
Chave de Fenda,Santos Dumont Collection,Museu Paulista,tool
Calibrador,Santos Dumont Collection,Museu Paulista,tool
Broca de Púa,Santos Dumont Collection,Museu Paulista,tool
Alicate,Santos Dumont Collection,Museu Paulista,tool
Agulheta,Santos Dumont Collection,Museu Paulista,tool
Agulheta,Santos Dumont Collection,Museu Paulista,tool
Roda de Polir,Santos Dumont Collection,Museu Paulista,tool
Fio Categut,Santos Dumont Collection,Museu Paulista,tool
Fita,Santos Dumont Collection,Museu Paulista,tool
Pedra Calcária,Santos Dumont Collection,Museu Paulista,tool
Furadeira,Santos Dumont Collection,Museu Paulista,tool
Chapa,Santos Dumont Collection,Museu Paulista,tool
