col0,col1,col2,col3
Cruzeiro de Ourentã / Cruzeiro do Santo Cristo,Ourentã,wayside cross,heritage without legal protection
Cruzeiro de Lemede,Cantanhede e Pocariça,wayside cross,heritage without legal protection
Cruzeiro de Santo Cristo,Ançã,wayside cross,heritage without legal protection
Cruzeiro de Póvoa da Lomba,Cantanhede e Pocariça,wayside cross,Pending classification monument
Cruzeiro,Sezures,wayside cross,Immovable Cultural Heritage of Municipal Interest
Cruzeiro do Senhor do Bom Despacho,Lamego (Almacave e Sé),wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro do Bom Jesus dos Terramotos e Perseguidos,Lamego (Almacave e Sé),wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro do Senhor dos Aflitos,Borbela e Lamas de Olo,wayside cross,Immovable Cultural Heritage of Municipal Interest
Cruzeiro de Eiras,"Eiras, São Julião de Montenegro e Cela",wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro do Adro do Convento de São Francisco do Monte,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro da Areosa,Areosa,wayside cross,Immovable Cultural Heritage of Municipal Interest
