col0,col1,col2,col3
Paard van Amstel,Netherlands,Amsterdam,squatter's house
de Molli,Netherlands,Amsterdam,squatter's house
Luxe Heer,Netherlands,Amsterdam,squatter's house
Lange Adem,Netherlands,Amsterdam,squatter's house
La Louvre,Netherlands,Amsterdam,squatter's house
Kraspanden,Netherlands,Amsterdam,squatter's house
Krakesteijn,Netherlands,Amsterdam,squatter's house
de Kolk,Netherlands,Amsterdam,squatter's house
Kleine Prins,Netherlands,Amsterdam,squatter's house
Joe’s Garage,Netherlands,Amsterdam,squatter's house
Huize Chaos,Netherlands,Amsterdam,squatter's house
