col0,col1,col2,col3
Anak Tomb No. 3,grave,Goguryeo tombs,part of World Heritage Site
Anak Tomb No. 2,grave,Goguryeo tombs,part of World Heritage Site
Anak Tomb No. 1,grave,Goguryeo tombs,part of World Heritage Site
Twin-Column Tomb,grave,Goguryeo tombs,part of World Heritage Site
Ryonggang Great Tomb,grave,Goguryeo tombs,part of World Heritage Site
Susan-ri Tomb,grave,Goguryeo tombs,part of World Heritage Site
Yaksu-ri Tomb,grave,Goguryeo tombs,part of World Heritage Site
Tokhung-ri Tomb,grave,Goguryeo tombs,part of World Heritage Site
Tokhwa-ri Tombs,grave,Goguryeo tombs,part of World Heritage Site
Homam-ri Sasin Tomb,grave,Goguryeo tombs,part of World Heritage Site
Tomb of Zhang Qian,grave,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,part of World Heritage Site
"Changchuan Tomb No. 1, 2, 4",grave,Capital Cities and Tombs of the Ancient Koguryo Kingdom,part of World Heritage Site
